"TableName","SeriesCode","LineNumber","LineDescription","METRIC_NAME","CL_UNIT","UNIT_MULT","year","value"
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2019,1346503
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2020,1403470
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2021,1700456
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2022,1839162
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2000,1087311
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2001,1192597
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2002,1285216
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2003,1347256
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2004,1421242
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2005,1516743
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2006,1613843
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2007,1728094
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2008,1955114
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2009,2146744
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2010,2325153
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2011,2358685
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2012,2363017
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2013,2424348
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2014,2541550
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2015,2685407
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2016,2777022
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2017,2855685
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2018,2976276
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2019,3147101
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2020,4228832
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2021,4653739
"T20100","A577RC","16","Personal current transfer receipts","Current Dollars","Level","6",2022,4139175
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2000,1044876
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2001,1145830
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2002,1251022
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2003,1320994
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2004,1404471
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2005,1490917
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2006,1593029
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2007,1697335
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2008,1919349
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2009,2107728
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2010,2281411
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2011,2310139
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2012,2322586
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2013,2385910
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2014,2498625
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2015,2635146
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2016,2717282
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2017,2807432
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2018,2925973
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2019,3090760
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2020,4181099
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2021,4561016
"T20100","A063RC","17","Government social benefits to persons","Current Dollars","Level","6",2022,4013760
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2000,401393
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2001,425084
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2002,446909
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2003,463531
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2004,485512
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2005,512728
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2006,544096
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2007,575653
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2008,605542
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2009,664470
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2010,690174
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2011,713261
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2012,762139
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2013,799044
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2014,834640
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2015,871793
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2016,896472
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2017,926072
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2018,972412
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2019,1030743
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2020,1077928
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2021,1114600
"T20100","W823RC","18","Social security","Current Dollars","Level","6",2022,1211504
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2000,219117
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2001,242580
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2002,259736
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2003,276708
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2004,304359
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2005,332127
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2006,399107
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2007,428201
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2008,461613
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2009,492951
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2010,513390
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2011,535609
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2012,554746
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2013,572843
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2014,600007
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2015,634939
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2016,662108
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2017,691829
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2018,733569
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2019,790499
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2020,820365
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2021,878902
"T20100","W824RC","19","Medicare","Current Dollars","Level","6",2022,935017
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2000,199493
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2001,227259
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2002,250009
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2003,264526
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2004,289812
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2005,304414
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2006,299100
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2007,324189
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2008,338333
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2009,369610
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2010,396868
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2011,406022
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2012,417539
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2013,439983
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2014,490872
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2015,535913
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2016,562783
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2017,573731
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2018,589766
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2019,614035
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2020,657605
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2021,736520
"T20100","W729RC","20","Medicaid","Current Dollars","Level","6",2022,814387
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2000,20741
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2001,31899
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2002,53480
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2003,53175
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2004,36425
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2005,31775
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2006,30366
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2007,32740
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2008,51148
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2009,131211
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2010,138857
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2011,107163
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2012,83615
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2013,62499
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2014,35463
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2015,32545
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2016,32038
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2017,30186
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2018,27618
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2019,27477
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2020,528590
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2021,317322
"T20100","W825RC","21","Unemployment insurance","Current Dollars","Level","6",2022,23807
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2000,25004
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2001,26597
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2002,29542
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2003,31829
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2004,34050
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2005,36388
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2006,38871
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2007,41671
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2008,45039
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2009,51537
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2010,57962
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2011,63267
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2012,70113
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2013,79058
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2014,84162
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2015,92568
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2016,96773
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2017,111408
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2018,119705
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2019,129833
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2020,144898
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2021,152984
"T20100","W826RC","22","Veterans' benefits","Current Dollars","Level","6",2022,168750
"T20100","W827RC","23","Other","Current Dollars","Level","6",2000,179128
"T20100","W827RC","23","Other","Current Dollars","Level","6",2001,192411
"T20100","W827RC","23","Other","Current Dollars","Level","6",2002,211347
"T20100","W827RC","23","Other","Current Dollars","Level","6",2003,231225
"T20100","W827RC","23","Other","Current Dollars","Level","6",2004,254313
"T20100","W827RC","23","Other","Current Dollars","Level","6",2005,273485
"T20100","W827RC","23","Other","Current Dollars","Level","6",2006,281489
"T20100","W827RC","23","Other","Current Dollars","Level","6",2007,294881
"T20100","W827RC","23","Other","Current Dollars","Level","6",2008,417674
"T20100","W827RC","23","Other","Current Dollars","Level","6",2009,397950
"T20100","W827RC","23","Other","Current Dollars","Level","6",2010,484162
"T20100","W827RC","23","Other","Current Dollars","Level","6",2011,484817
"T20100","W827RC","23","Other","Current Dollars","Level","6",2012,434433
"T20100","W827RC","23","Other","Current Dollars","Level","6",2013,432482
"T20100","W827RC","23","Other","Current Dollars","Level","6",2014,453481
"T20100","W827RC","23","Other","Current Dollars","Level","6",2015,467387
"T20100","W827RC","23","Other","Current Dollars","Level","6",2016,467108
"T20100","W827RC","23","Other","Current Dollars","Level","6",2017,474206
"T20100","W827RC","23","Other","Current Dollars","Level","6",2018,482903
"T20100","W827RC","23","Other","Current Dollars","Level","6",2019,498173
"T20100","W827RC","23","Other","Current Dollars","Level","6",2020,951712
"T20100","W827RC","23","Other","Current Dollars","Level","6",2021,1360688
"T20100","W827RC","23","Other","Current Dollars","Level","6",2022,860295
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2000,42435
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2001,46767
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2002,34193
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2003,26261
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2004,16772
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2005,25826
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2006,20814
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2007,30759
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2008,35765
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2009,39016
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2010,43741
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2011,48546
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2012,40431
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2013,38438
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2014,42925
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2015,50261
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2016,59740
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2017,48253
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2018,50303
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2019,56340
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2020,47733
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2021,92723
"T20100","B931RC","24","Other current transfer receipts, from business (net)","Current Dollars","Level","6",2022,125415
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2000,705840
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2001,733197
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2002,751496
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2003,779283
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2004,829240
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2005,873347
